ds,y
2020-01-01,689.1777184060621
2020-01-02,695.2089879149784
2020-01-03,695.7040003490868
2020-01-06,701.1951195222899
2020-01-07,689.5377652994791
2020-01-08,678.375501019337
2020-01-09,679.5458141212475
2020-01-10,677.5654294562116
2020-01-13,685.351929191086
2020-01-14,690.9330769265384
2020-01-15,694.9388996473346
2020-01-16,716.903281380527
2020-01-17,713.1225187085165
2020-01-20,707.9914516488755
2020-01-21,698.3595546094267
2020-01-22,697.5044364881232
2020-01-23,687.6024271238601
2020-01-24,689.5377748722824
2020-01-27,688.6375737171243
2020-01-28,684.8118301150978
2020-01-29,692.6434339512602
2020-01-30,704.0756944944227
2020-01-31,704.3457676747806
2020-02-03,678.8706844721565
2020-02-04,698.8096244769572
2020-02-05,703.2655811183032
2020-02-06,695.208925645552
2020-02-07,690.2579740853539
2020-02-10,688.3676130405839
2020-02-11,689.0427312071012
2020-02-12,679.320808366436
2020-02-13,673.2896340642981
2020-02-14,675.1348959444186
2020-02-17,793.9586715386768
2020-02-18,809.1267350515596
2020-02-19,800.2598975507682
2020-02-20,842.0733318179099
2020-02-24,850.6700162060778
2020-02-25,859.2217391206
2020-02-26,858.8165367820461
2020-02-27,853.1004668881887
2020-02-28,824.5197954312818
2020-03-02,811.7822017868067
2020-03-03,789.3678925351583
2020-03-04,791.258111480124
2020-03-05,802.2853704791178
2020-03-06,787.4774467318305
2020-03-09,777.5303382147492
2020-03-11,771.4090845279251
2020-03-12,731.4862523081415
2020-03-13,735.8519819712985
2020-03-16,697.6394181890229
2020-03-17,656.0961655163825
2020-03-18,601.3202385672316
2020-03-19,540.558024484732
2020-03-20,572.5144241222131
2020-03-23,553.3638714663093
2020-03-24,512.3653864146679
2020-03-25,562.6334577706909
2020-03-26,580.5731417002556
2020-03-27,637.7588535928298
2020-03-30,575.2235736352893
2020-03-31,581.5416908474643
2020-04-01,567.014633898108
2020-04-03,577.3910915261448
2020-04-07,630.8874144482777
2020-04-08,685.6749699213995
2020-04-09,691.7163526942727
2020-04-13,693.284358790439
2020-04-15,681.1554757400479
2020-04-16,650.2566939359599
2020-04-17,678.5268244220073
2020-04-20,700.063645966199
2020-04-21,675.6674493033133
2020-04-22,708.364873116115
2020-04-23,790.3155384409364
2020-04-24,769.2398706725085
2020-04-27,781.9682573660954
2020-04-28,771.0846640193978
2020-04-29,776.3419290589738
2020-04-30,807.0562586079415
2020-05-04,774.7740091150922
2020-05-05,748.8559978601078
2020-05-06,764.4436949992644
2020-05-07,771.5458001655568
2020-05-08,782.7984569565256
2020-05-11,777.4948954069517
2020-05-12,762.7834346796667
2020-05-13,779.385771647663
2020-05-14,767.3490633741317
2020-05-15,767.3029607821612
2020-05-18,755.9119413597684
2020-05-19,738.8023619321215
2020-05-20,751.5768178886584
2020-05-21,776.6186870626891
2020-05-22,766.8879072742861
2020-05-26,759.0940315798539
2020-05-27,782.0605579748069
2020-05-28,793.9589280791146
2020-05-29,810.7456216218052
2020-06-01,836.5713558448778
2020-06-02,835.6491152374397
2020-06-03,866.5017175848408
2020-06-04,861.7977112026094
2020-06-05,855.8946785215252
2020-06-08,868.254098839685
2020-06-09,892.3274872386896
2020-06-10,913.126529885732
2020-06-11,920.5052899467228
2020-06-12,908.5147702464944
2020-06-15,913.8642897941728
2020-06-16,908.2380168331804
2020-06-17,933.2797851273838
2020-06-18,1106.4049574113596
